"","country","year","gdp","pop","transport.emissions","lgdp","lpop","ltransport.emissions","const","L1.ltransport.emissions","L1.lgdp","L1.lpop","lgdp_sq","transport.emissions_pc","ltransport.emissions_pc","L1.ltransport.emissions_pc","lgdp_EU15","lgdp_EU16","lgdpsq_EU15","lgdpsq_EU16","lpop_EU15","lpop_EU16"
"1","Austria",1969,137470070238.14,NA,NA,25.6466720593639,NA,NA,1,NA,NA,NA,657.751787720557,NA,NA,NA,25.6466720593639,0,657.751787720557,0,NA,NA
"2","Austria",1970,146159749334.712,NA,7679.7729,25.7079660340086,NA,8.94634525539201,1,NA,25.6466720593639,NA,660.89951760574,NA,NA,NA,25.7079660340086,0,660.89951760574,0,NA,NA
"3","Austria",1971,153635774723.2,7500482,8464.73022,25.7578505388952,15.8304778431082,9.04366342400622,1,8.94634525539201,25.7079660340086,NA,663.466864384064,0.00112855816732845,-6.78681441910198,NA,25.7578505388952,0,663.466864384064,0,15.8304778431082,0
"4","Austria",1972,163173269957.102,7544201,9479.287,25.8180784790343,15.8362897466308,9.15686438145012,1,9.04366342400622,25.7578505388952,15.8304778431082,666.573176349574,0.00125649979368259,-6.67942536518073,-6.78681441910198,25.8180784790343,0,666.573176349574,0,15.8362897466308,0
"5","Austria",1973,171153153430.917,7586115,10294.89017,25.8658246267071,15.8418301606204,9.23940295111941,1,9.15686438145012,25.8180784790343,15.8362897466308,669.040883619567,0.00135707014328151,-6.60242720950102,-6.67942536518073,25.8658246267071,0,669.040883619567,0,15.8418301606204,0
"6","Austria",1974,177900247172.082,7599038,9561.2018,25.904488821005,15.8435322182974,9.16546870944152,1,9.23940295111941,25.8658246267071,15.8418301606204,671.042541077573,0.00125821213158824,-6.67806350885588,-6.60242720950102,25.904488821005,0,671.042541077573,0,15.8435322182974,0
"7","Austria",1975,177253160456.394,7578903,9808.1968,25.9008448327012,15.84087902419,9.19097372322754,1,9.16546870944152,25.904488821005,15.8435322182974,670.853763047664,0.00129414465391627,-6.64990530096249,-6.67806350885588,25.9008448327012,0,670.853763047664,0,15.84087902419,0
"8","Austria",1976,185368599583.233,7565525,10043.95558,25.9456121099479,15.8391123013426,9.21472629772687,1,9.19097372322754,25.9008448327012,15.84087902419,673.174787759875,0.00132759531955813,-6.62438600361568,-6.64990530096249,25.9456121099479,0,673.174787759875,0,15.8391123013426,0
"9","Austria",1977,194785288854.208,7568430,10505.12202,25.9951637060742,15.8394962062816,9.25961822863287,1,9.21472629772687,25.9456121099479,15.8391123013426,675.748536105597,0.0013880186538027,-6.57987797764871,-6.62438600361568,25.9951637060742,0,675.748536105597,0,15.8394962062816,0
"10","Austria",1978,194374966805.269,7562305,11298.60257,25.9930549491031,15.8386865958648,9.33243433068143,1,9.25961822863287,25.9951637060742,15.8394962062816,675.638905587093,0.00149406861664532,-6.50625226518339,-6.57987797764871,25.9930549491031,0,675.638905587093,0,15.8386865958648,0
"11","Austria",1979,204787050325.414,7549425,11937.8148,26.0452364972797,15.8369819593846,9.38746635512191,1,9.33243433068143,25.9930549491031,15.8386865958648,678.35434419923,0.00158128795239373,-6.44951560426266,-6.50625226518339,26.0452364972797,0,678.35434419923,0,15.8369819593846,0
"12","Austria",1980,208332908241.25,7549433,11150.0792,26.0624031575706,15.8369830190674,9.31920188000205,1,9.38746635512191,26.0452364972797,15.8369819593846,679.248858347746,0.00147694259953032,-6.51778113906531,-6.44951560426266,26.0624031575706,0,679.248858347746,0,15.8369830190674,0
"13","Austria",1981,208032295395.5,7568710,10509.08161,26.0609591709197,15.8395332013811,9.25999507756006,1,9.31920188000205,26.0624031575706,15.8369830190674,679.173592908343,0.00138849045742273,-6.57953812382099,-6.51778113906531,26.0609591709197,0,679.173592908343,0,15.8395332013811,0
"14","Austria",1982,212216354005.19,7574140,10427.9745,26.0808721289841,15.8402503715614,9.25224732971093,1,9.25999507756006,26.0609591709197,15.8395332013811,680.21189100842,0.001376786605476,-6.58800304185047,-6.57953812382099,26.0808721289841,0,680.21189100842,0,15.8402503715614,0
"15","Austria",1983,218525732918.778,7561910,10779.4019,26.1101696153429,15.8386343617489,9.28539236054902,1,9.25224732971093,26.0808721289841,15.8402503715614,681.740957341976,0.00142548666937321,-6.55324200119984,-6.58800304185047,26.1101696153429,0,681.740957341976,0,15.8386343617489,0
"16","Austria",1984,218637782550.416,7561434,10509.3945,26.1106822365024,15.8385714127079,9.26002485041309,1,9.28539236054902,26.1101696153429,15.8386343617489,681.767726855602,0.00138986791394331,-6.57854656229485,-6.55324200119984,26.1106822365024,0,681.767726855602,0,15.8385714127079,0
"17","Austria",1985,224100837798.389,7564985,10696.718,26.1353619562487,15.839040922387,9.27769224442708,1,9.26002485041309,26.1106822365024,15.8385714127079,683.057144584132,0.00141397742361683,-6.56134867795995,-6.57854656229485,26.1353619562487,0,683.057144584132,0,15.839040922387,0
"18","Austria",1986,229258278296.628,7569794,11074.3597,26.1581150577762,15.8396764123617,9.31238777834357,1,9.27769224442708,26.1353619562487,15.839040922387,684.246983375858,0.0014629671164103,-6.52728863401815,-6.56134867795995,26.1581150577762,0,684.246983375858,0,15.8396764123617,0
"19","Austria",1987,232369698320.641,7574586,11260.0081,26.1715954675395,15.8403092544008,9.32901262105399,1,9.31238777834357,26.1581150577762,15.8396764123617,684.952409316534,0.00148655096133307,-6.51129663334681,-6.52728863401815,26.1715954675395,0,684.952409316534,0,15.8403092544008,0
"20","Austria",1988,240028325237.241,7585317,12053.0071,26.2040227751462,15.841724962904,9.39706945965313,1,9.32901262105399,26.1715954675395,15.8403092544008,686.650809600381,0.00158899187733354,-6.44465550325086,-6.51129663334681,26.2040227751462,0,686.650809600381,0,15.841724962904,0
"21","Austria",1989,249358405698.537,7619567,12532.3761,26.2421570788117,15.8462301019013,9.43607066279316,1,9.39706945965313,26.2040227751462,15.841724962904,688.650808149027,0.00164476224173893,-6.41015943910814,-6.44465550325086,26.2421570788117,0,688.650808149027,0,15.8462301019013,0
"22","Austria",1990,260194628169.57,7677850,13142.8491,26.2846957578062,15.8538501180145,9.48363309501915,1,9.43607066279316,26.2421570788117,15.8462301019013,690.885231080435,0.00171178768795952,-6.3702170229953,-6.41015943910814,26.2846957578062,0,690.885231080435,0,15.8538501180145,0
"23","Austria",1991,269149557913.925,7754891,14578.5997026,26.3185330394253,15.8638342990459,9.58730995860461,1,9.48363309501915,26.2846957578062,15.8538501180145,692.665181347321,0.00187992322556178,-6.27652434044129,-6.3702170229953,26.3185330394253,0,692.665181347321,0,15.8638342990459,0
"24","Austria",1992,274784270415.639,7840709,14596.906554,26.3392521555386,15.8748398219112,9.5885649053837,1,9.58730995860461,26.3185330394253,15.8638342990459,693.756204113045,0.0018616819670262,-6.28627491652748,-6.27652434044129,26.3392521555386,0,693.756204113045,0,15.8748398219112,0
"25","Austria",1993,276231859963.627,7905633,14747.329759,26.3445064223323,15.8830861013211,9.59881731209133,1,9.5885649053837,26.3392521555386,15.8748398219112,694.033018636308,0.00186542048675925,-6.28426878922981,-6.28627491652748,26.3445064223323,0,694.033018636308,0,15.8830861013211,0
"26","Austria",1994,282867277308.386,7936118,14801.102939,26.3682436398059,15.8869347967879,9.60245697988092,1,9.59881731209133,26.3445064223323,15.8830861013211,695.284272648164,0.00186503060299759,-6.284477816907,-6.28426878922981,26.3682436398059,0,695.284272648164,0,15.8869347967879,0
"27","Austria",1995,290414130050.787,7948278,15024.960918,26.394573775913,15.8884658593949,9.61746815826858,1,9.60245697988092,26.3682436398059,15.8869347967879,696.673524812114,0.0018903416460773,-6.27099770112637,-6.284477816907,26.394573775913,0,696.673524812114,0,15.8884658593949,0
"28","Austria",1996,297237508346.442,7959017,16639.813512,26.4177973475685,15.8898160577324,9.71955350710086,1,9.61746815826858,26.394573775913,15.8884658593949,697.900016697197,0.00209068701725351,-6.17026255063157,-6.27099770112637,26.4177973475685,0,697.900016697197,0,15.8898160577324,0
"29","Austria",1997,303460471006.619,7968041,15702.96802,26.4385171951632,15.8909492238157,9.66160501932936,1,9.71955350710086,26.4177973475685,15.8898160577324,698.99519147894,0.00197074387794942,-6.22934420448631,-6.17026255063157,26.4385171951632,0,698.99519147894,0,15.8909492238157,0
"30","Austria",1998,314328682652.371,7976789,17664.76551,26.4737050354228,15.8920465074967,9.77932728543398,1,9.66160501932936,26.4385171951632,15.8909492238157,700.857058302571,0.00221452084416424,-6.11271922206269,-6.22934420448631,26.4737050354228,0,700.857058302571,0,15.8920465074967,0
"31","Austria",1999,325507251810.694,7992324,17087.28106,26.5086505773352,15.8939921390293,9.74608966807521,1,9.77932728543398,26.4737050354228,15.8920465074967,702.708555431254,0.00213796150656555,-6.14790247095411,-6.11271922206269,26.5086505773352,0,702.708555431254,0,15.8939921390293,0
"32","Austria",2000,336495472200.435,8011566,17953.38243,26.5418505303699,15.8963968055538,9.79553381237625,1,9.74608966807521,26.5086505773352,15.8939921390293,704.469829576497,0.00224093297490154,-6.10086299317754,-6.14790247095411,26.5418505303699,0,704.469829576497,0,15.8963968055538,0
"33","Austria",2001,340759435782.358,8042293,19290.556951,26.5544425983571,15.9002247994986,9.8673709780076,1,9.79553381237625,26.5418505303699,15.8963968055538,705.138421709442,0.00239863891442403,-6.03285382149102,-6.10086299317754,26.5544425983571,0,705.138421709442,0,15.9002247994986,0
"34","Austria",2002,346387261608.152,8081957,21397.08063,26.57082323931,15.9051446041412,9.97100977254513,1,9.8673709780076,26.5544425983571,15.9002247994986,706.008647614656,0.00264751230797194,-5.93413483159605,-6.03285382149102,26.57082323931,0,706.008647614656,0,15.9051446041412,0
"35","Austria",2003,349648396949.29,8121423,22880.52055,26.5801939063562,15.9100159430894,10.0380411965461,1,9.97100977254513,26.57082323931,15.9051446041412,706.506708099495,0.00281730437510766,-5.87197474654332,-5.93413483159605,26.5801939063562,0,706.506708099495,0,15.9100159430894,0
"36","Austria",2004,359211700961.583,8171966,23195.5646796,26.607177747904,15.9162200743628,10.0517163617742,1,10.0380411965461,26.5801939063562,15.9100159430894,707.941907708558,0.00283843137374776,-5.8645037125886,-5.87197474654332,26.607177747904,0,707.941907708558,0,15.9162200743628,0
